mem_no,mem_id,mem_sex,mem_age,mem_loc,mem_birth_ddi,mate_blood,pf_ins_yn,mbti_code,food_cat,concn
594315,q8xU,m,36,p,6,3,y,INFP,western korean japanese,1.0
595058,EDZB,f,38,c,4,3,y,ENTP,western etc korean japanese,0.0
595272,QV0a,f,37,f,5,2,y,INFJ,western chinese korean japanese,1.0
596006,Rgo0,m,35,c,7,2,y,INFP,chinese japanese,0.0
596155,Qsfa,m,32,e,10,2,y,ESFP,western chinese korean japanese,0.0
596226,1Ir9,m,36,k,6,4,y,INFP,western korean,0.0
596484,rH2n,m,29,f,1,3,y,ESFP,western japanese,1.0
596612,eniP,m,39,b,3,1,y,INFJ,western chinese korean japanese,1.0
600542,KmYK,m,31,n,11,3,y,ISTP,western chinese korean,0.0
601557,Twxj,m,38,c,4,1,y,ENTP,western etc korean japanese,0.0
603229,92rj,m,39,i,3,3,y,INFP,western korean,0.0
604079,Yrue,f,37,c,5,2,y,ISFP,western chinese korean japanese,0.0
604498,jDS2,m,26,i,4,2,y,ENTP,western dessert korean japanese,1.0
604590,I2uz,m,39,c,3,2,y,ISFJ,korean japanese,1.0
604907,aJbt,m,39,l,3,1,y,ESFP,western korean,0.0
605086,4iGx,m,32,n,10,1,y,ISFJ,korean,0.0
605298,mzmI,f,39,i,3,1,y,ISTP,western etc korean japanese,0.0
606611,imdp,m,35,d,7,2,y,ISFP,western korean dessert japanese,0.0
607794,t1EY,m,39,k,3,1,y,ENFP,western etc korean japanese,1.0
609005,GYBC,m,36,k,6,1,y,INFP,western korean japanese,0.0
609192,5ptb,m,39,k,3,2,y,ENTP,western,0.0
609482,Qywl,m,38,c,4,1,y,INTP,korean,1.0
609806,PbpU,f,35,b,7,1,y,INFP,dessert korean western etc japanese,0.0
610829,vXqw,f,33,b,9,4,y,INFP,western korean dessert,0.0
612413,AJBh,m,39,j,3,1,y,INTJ,western korean japanese,1.0
612583,qVdm,m,39,p,3,1,y,ISFJ,chinese korean japanese,0.0
613015,sXga,m,38,g,4,3,y,ISFP,western japanese,0.0
613819,84mw,f,38,a,4,4,y,ISFJ,western korean dessert japanese,1.0
614206,GpxG,m,32,c,10,3,y,INTP,korean chinese dessert,1.0
614291,O5PY,m,26,b,4,2,y,INFJ,etc korean japanese,0.0
615358,jvCU,m,39,g,3,2,y,INFJ,western etc korean japanese,0.0
616063,XtA9,f,34,f,8,3,y,ENTJ,western korean japanese,0.0
616629,fjWT,m,39,b,3,1,y,ESFP,western etc korean,1.0
617015,zt6a,m,37,b,5,2,y,ENFJ,western chinese korean,0.0
617725,Poo7,m,37,h,5,3,y,ISTJ,western chinese korean japanese,0.0
618009,m4bJ,m,36,f,6,1,y,INFP,korean,0.0
618326,ce4d,m,35,o,7,2,y,ISFP,western chinese korean japanese,1.0
619370,9NQL,m,39,h,3,2,y,INFJ,chinese korean japanese,1.0
619572,RYW0,m,35,f,7,3,y,ENFJ,korean chinese dessert western,0.0
620045,HUxx,m,38,f,4,3,y,ESFP,korean,0.0
621888,xJqq,m,35,j,7,1,y,INFP,western chinese korean japanese,0.0
621944,tHM8,m,34,e,8,2,y,ISTP,korean,0.0
622047,74xI,m,39,c,3,4,y,ESFP,western chinese korean japanese,0.0
624720,2LcV,m,39,i,3,1,y,ENFJ,western korean,1.0
624940,8XG3,f,37,b,5,2,y,INTP,western,1.0
625553,Km7W,m,38,l,4,2,y,INFJ,chinese korean japanese,0.0
627485,tvsu,m,37,h,5,3,y,INFP,western korean japanese,1.0
627885,kVNe,m,38,p,4,3,y,ENFJ,western korean japanese,1.0
628287,UWY2,m,38,h,4,4,y,INTP,chinese korean,0.0
628603,jfqC,m,35,b,7,3,y,ISFJ,western korean japanese,0.0
628761,179e,m,35,i,7,2,y,ENTJ,chinese korean japanese,0.0
629273,Zdr5,m,39,m,3,2,y,ISFJ,western korean japanese,0.0
630118,mwuQ,m,36,e,6,3,y,ESFP,western,1.0
630136,K8n4,f,31,f,11,2,y,ENFP,western etc korean,0.0
630646,7NxU,m,39,b,3,2,y,ISFP,western korean,1.0
631519,0sgx,m,35,k,7,2,y,INFJ,western korean dessert,1.0
632418,LiCv,m,34,c,8,1,y,ENFP,chinese korean japanese,0.0
632591,9qay,f,38,h,4,3,y,ESFP,western korean,0.0
632611,0eVT,m,39,i,3,2,y,INTJ,western japanese,0.0
636811,QzaW,m,33,b,9,2,y,INFJ,korean western chinese etc japanese,0.0
637293,1HK7,f,39,i,3,3,y,ISFJ,dessert korean western etc japanese,0.0
637539,gZIU,m,37,b,5,1,y,INFJ,korean japanese,0.0
639105,iYrH,f,29,i,1,4,y,INFP,etc japanese,1.0
639528,qUln,m,38,o,4,3,y,ENFJ,korean japanese,0.0
639900,8qFt,m,36,j,6,3,y,INFJ,western korean japanese,0.0
642033,eZ3K,m,38,n,4,3,y,ENTP,western chinese korean japanese,1.0
642195,Z90d,m,35,d,7,1,y,ESFJ,western chinese japanese,0.0
642213,G4M5,m,37,b,5,2,y,ENFJ,western korean dessert,0.0
642403,Wr59,m,39,b,3,1,y,ENTP,western etc korean japanese,1.0
642798,IsfO,m,29,b,1,1,y,ISFP,western japanese,0.0
643005,NZs1,m,38,b,4,2,y,ISFP,korean japanese,0.0
644538,sDik,m,38,d,4,3,y,ENFJ,korean japanese,0.0
645083,XtyL,m,37,b,5,3,y,ESFP,etc korean,0.0
645611,yUub,m,37,j,5,1,y,ENFP,western korean,1.0
646794,11lt,m,38,b,4,3,y,ISFP,western japanese,0.0
647217,3obb,m,24,b,6,2,y,INFP,chinese japanese,0.0
650432,reVP,m,38,b,4,3,y,ENFP,western korean japanese,0.0
650560,pK13,m,38,q,4,3,y,ISFP,etc chinese japanese,1.0
651302,cLJb,m,36,b,6,2,y,INTP,korean dessert japanese,0.0
652265,v6oI,m,37,j,5,2,y,ESFJ,western korean japanese,0.0
652520,zom7,m,37,j,5,4,y,ISFJ,western chinese korean japanese,0.0
653293,niy1,m,36,b,6,1,y,ESFP,korean,0.0
654042,na9p,f,34,e,8,4,y,INFP,western korean dessert japanese,0.0
654065,yLHG,m,34,a,8,3,y,ENFP,korean japanese,1.0
654507,cr7S,f,38,h,4,1,y,ISFP,western etc korean,0.0
655008,xnc5,m,34,i,8,1,y,ENFP,western korean japanese,0.0
655019,bcQr,m,35,b,7,3,y,ISFJ,etc korean japanese,0.0
655636,7RFu,m,35,o,7,2,y,INFP,western korean japanese,1.0
656613,ebDJ,m,37,e,5,1,y,INFP,western korean,0.0
656881,g9gG,m,37,c,5,1,y,ENFP,western japanese,1.0
657526,NKJP,m,37,b,5,2,y,ENFJ,western japanese,0.0
657862,uFy6,m,37,l,5,3,y,ISFP,western korean,1.0
657868,DqAY,m,39,a,3,3,y,ISTJ,chinese korean,0.0
658329,clO0,f,34,h,8,2,y,ISFP,western japanese,0.0
660346,fNx7,m,36,g,6,1,y,INFJ,korean japanese,0.0
663023,b4kn,f,36,b,6,4,y,ESFJ,western korean japanese,0.0
663076,T5M8,m,36,b,6,3,y,ISFJ,western etc dessert,0.0
663981,WGca,m,39,i,3,1,y,INFP,western chinese korean,0.0
664016,g88L,m,38,b,4,1,y,ESFJ,western korean japanese,1.0
664865,gOq1,m,37,p,5,3,y,ISFP,western japanese,1.0
665551,2GQP,m,36,m,6,1,y,INFP,western chinese japanese,0.0
666828,iXNn,m,38,i,4,2,y,ESFJ,western chinese korean japanese,0.0
666998,IS9x,f,31,n,11,3,y,ENFP,western korean dessert japanese,0.0
667816,4IAi,m,34,d,8,1,y,INFP,western dessert japanese,0.0
668498,FRMs,m,35,i,7,3,y,ISFP,dessert korean western chinese japanese,1.0
670321,6SHz,m,34,h,8,3,y,ISFP,western dessert japanese,0.0
670845,zoQo,m,34,i,8,3,y,ENFJ,western etc korean japanese,1.0
670956,W73r,m,36,h,6,1,y,ENFP,korean,0.0
671187,nvJM,m,39,j,3,4,y,ENFJ,western korean japanese,0.0
672356,tVH4,m,30,c,0,2,y,ENFJ,etc korean japanese,0.0
672564,qJXp,f,37,b,5,1,y,ENTJ,etc korean japanese,0.0
675004,kVGj,f,35,h,7,4,y,ISTP,korean dessert japanese,0.0
676482,nK1x,m,38,h,4,2,y,ISFJ,korean,1.0
678173,5WYR,m,39,l,3,4,y,ISFP,western chinese korean,0.0
679472,U9mZ,m,36,b,6,2,y,ISTP,western japanese,0.0
681018,XHwb,m,38,d,4,3,y,ESFJ,chinese korean japanese,1.0
682466,h04X,m,36,k,6,3,y,ISFP,korean japanese,1.0
682695,JDt5,m,35,d,7,2,y,INFJ,western korean dessert japanese,0.0
685373,MWpj,f,39,b,3,3,y,INFJ,western korean japanese,1.0
687595,opFK,m,33,p,9,2,y,ESFP,western korean japanese,0.0
688019,h2KG,m,36,b,6,1,y,INFJ,japanese,1.0
688587,csYf,m,29,e,1,3,y,INFP,korean chinese dessert,0.0
688760,9Nq4,m,37,h,5,1,y,ISFP,western chinese korean japanese,0.0
688894,PkNV,m,37,g,5,1,y,INFP,western chinese korean japanese,0.0
689210,laDl,f,39,m,3,3,y,ESFP,etc korean,1.0
690156,7yEg,m,37,b,5,3,y,ISFJ,western etc korean,0.0
692015,3z1O,m,36,a,6,2,y,ISFP,western korean japanese,0.0
692675,G9zb,m,38,b,4,1,y,ISFP,korean,1.0
693502,MubN,m,39,i,3,3,y,ENFJ,etc korean,0.0
694455,aiCO,m,35,b,7,2,y,INFP,western chinese korean japanese,0.0
694968,c5PO,m,35,d,7,1,y,ENFP,dessert korean western chinese japanese,0.0
696780,1sAS,m,29,b,1,1,y,ISTP,western,0.0
697116,evad,m,37,b,5,3,y,INFP,western etc korean japanese,0.0
697398,zQQd,m,37,b,5,2,y,ENTP,western korean japanese,0.0
698189,yEIe,f,35,i,7,3,y,ISFP,korean japanese,0.0
700505,BQSa,m,39,b,3,2,y,INFP,japanese,0.0
700870,Y7EE,f,37,p,5,1,y,ENFP,korean western chinese etc japanese,0.0
701986,C0WW,f,39,h,3,1,y,ENFJ,western korean,1.0
702431,1oTM,m,32,d,10,1,y,INFJ,western chinese korean,1.0
702653,oNQi,m,26,d,4,2,y,INFP,chinese korean japanese,0.0
702819,VcFa,m,38,l,4,4,y,INTP,western japanese,0.0
703676,vwlT,m,33,e,9,2,y,ISTP,western korean dessert,0.0
704097,q4q8,m,36,o,6,3,y,ISFP,korean,0.0
704243,KDGu,m,30,d,0,1,y,ESTP,western etc korean japanese,0.0
704581,8jiU,m,39,b,3,1,y,INFP,korean,0.0
705320,Ck2N,m,32,d,10,2,y,ISFP,western chinese korean japanese,1.0
705340,fHJB,m,38,b,4,3,y,INFP,japanese,1.0
705359,QpQ8,m,39,l,3,3,y,ENFJ,western,0.0
705987,5WTf,m,38,e,4,3,y,ESFP,chinese korean japanese,1.0
706037,GDgH,m,30,i,0,1,y,ENTP,korean,0.0
708134,6t20,m,38,p,4,3,y,INFP,etc chinese korean japanese,0.0
710316,sA46,m,38,l,4,1,y,ISFP,western chinese korean,0.0
710415,pQI0,m,34,h,8,1,y,INTP,western chinese korean japanese,0.0
711358,pZGf,m,37,c,5,2,y,ENFP,western chinese korean,0.0
713039,IPNd,m,37,a,5,3,y,INFP,korean chinese dessert western,0.0
714996,RkQY,m,39,j,3,3,y,ISTP,western chinese korean,0.0
716699,kSi8,m,39,b,3,4,y,INFJ,chinese korean japanese,0.0
716757,ZPxh,f,39,f,3,1,y,ISFP,korean japanese,0.0
716884,JTA0,m,38,k,4,1,y,INFP,western etc korean japanese,0.0
717067,EDyi,f,34,p,8,1,y,ENFJ,western korean,0.0
722215,kD3J,m,38,b,4,1,y,INFP,etc chinese korean japanese,0.0
723073,DzZ2,m,36,f,6,2,y,ISFP,western korean,1.0
723305,Tlka,m,33,i,9,1,y,INFP,western etc korean japanese,0.0
723504,airR,m,34,i,8,4,y,INFJ,etc chinese korean,0.0
725213,R7wx,m,37,b,5,1,y,ESFJ,western etc korean japanese,0.0
725246,FQ5F,m,33,b,9,3,y,INFP,dessert korean western chinese japanese,0.0
726195,z4WF,m,37,c,5,1,y,ENFJ,western korean japanese,1.0
727233,pveN,m,32,k,10,2,y,INFJ,korean,0.0
728408,n5OH,m,38,n,4,2,y,INFP,western korean japanese,0.0
728888,9W5n,m,36,b,6,1,y,ISTJ,etc japanese,0.0
729046,sLkv,m,35,e,7,1,y,ISTP,western dessert japanese,0.0
729479,VpLy,m,36,b,6,4,y,ISFP,western korean,1.0
730592,1RYQ,m,39,h,3,3,y,INFP,etc korean japanese,0.0
732813,I5Zj,m,38,b,4,1,y,INFJ,western chinese korean japanese,0.0
733670,VEPu,m,39,k,3,3,y,ISFJ,western korean japanese,0.0
733864,VBj7,m,39,b,3,1,y,INFP,western dessert japanese,1.0
734609,oKRt,m,39,i,3,4,y,ENFJ,western etc korean japanese,1.0
734748,UlfU,m,36,b,6,2,y,ENFP,western japanese,0.0
735364,5QHG,f,33,e,9,1,y,ISFJ,western dessert,0.0
735391,Zj1l,m,37,f,5,1,y,INFP,western korean japanese,1.0
735424,Uq8d,f,31,i,11,4,y,ENFP,western korean dessert japanese,0.0
736206,trLf,m,37,a,5,1,y,ENFJ,korean,0.0
737387,0djR,m,31,o,11,1,y,ESFP,western japanese,0.0
740076,H4lN,m,39,c,3,4,y,INFP,korean japanese,1.0
741129,FeDu,f,36,b,6,1,y,ISTJ,western korean japanese,0.0
741198,RdCE,m,36,b,6,4,y,ENFP,western korean japanese,0.0
743672,aojh,m,34,b,8,2,y,ESFJ,etc korean japanese,0.0
743982,Yolz,m,37,b,5,4,y,ESFJ,western dessert japanese,0.0
744827,8Kyk,m,36,f,6,3,y,INFJ,western korean japanese,0.0
745446,BKRQ,m,35,b,7,2,y,INTP,western chinese korean japanese,1.0
747312,IFp4,m,39,j,3,2,y,ENFP,western korean japanese,0.0
747863,hr2r,f,39,i,3,1,y,INFJ,western chinese korean japanese,0.0
748579,r13L,m,36,h,6,2,y,ISTP,korean chinese dessert western,0.0
751391,BjZN,m,36,n,6,1,y,ISFJ,western dessert japanese,0.0
753047,3RXL,m,36,l,6,3,y,ENFP,chinese korean,1.0
753336,E0wL,m,31,k,11,2,y,ISFJ,western korean japanese,0.0
753746,rISm,f,25,i,5,4,y,INTP,western dessert japanese,0.0
754519,C6bm,m,35,k,7,2,y,INFP,chinese japanese,1.0
754797,n31P,m,35,a,7,3,y,ENFJ,western korean japanese,0.0
756073,ux90,m,34,l,8,3,y,INFP,korean japanese,0.0
757873,rozg,m,39,l,3,1,y,ESFJ,western korean japanese,0.0
758616,Sm4J,f,34,b,8,1,y,ENTJ,western korean japanese,0.0
758951,L2R1,m,31,o,11,4,y,ENFP,japanese,0.0
759014,KcOC,m,39,h,3,3,y,ESFP,western korean japanese,0.0
760182,zKpX,m,38,b,4,3,y,INFP,western korean,0.0
760631,tFCm,m,34,j,8,3,y,ENFJ,japanese,0.0
760824,b6LM,m,35,i,7,1,y,ESFP,etc korean,0.0
761602,z3MN,f,37,c,5,3,y,ENTP,korean japanese,0.0
762300,dR2t,m,39,h,3,2,y,ISFP,western korean japanese,0.0
762817,wsKs,m,39,h,3,2,y,ENFP,western korean,0.0
763316,EGgB,m,35,b,7,2,y,INFJ,western korean japanese,0.0
765362,B0sf,f,38,b,4,1,y,ISFJ,korean japanese,1.0
765632,ASWS,f,38,m,4,3,y,ISFJ,dessert korean western etc japanese,0.0
765908,HzGO,m,34,p,8,2,y,ENFP,korean,0.0
766102,Moue,m,33,c,9,1,y,ENTP,western,1.0
767649,n8bi,m,37,i,5,4,y,INTP,western korean japanese,0.0
768388,jFfj,m,39,b,3,1,y,INFP,korean,0.0
769293,EGsm,m,37,g,5,1,y,ISFJ,western korean japanese,0.0
769550,NmaW,m,26,b,4,1,y,INFP,western chinese korean japanese,0.0
769552,n8bM,m,39,k,3,1,y,ENTP,korean,0.0
770875,94nA,m,39,c,3,4,y,ESFP,dessert korean western chinese japanese,0.0
771116,WZju,m,33,e,9,2,y,ENFP,korean japanese,0.0
772001,MQb4,m,32,o,10,3,y,ISFP,western chinese japanese,0.0
772057,D0SD,m,31,f,11,2,y,ISFJ,western korean japanese,0.0
773935,K95c,m,34,b,8,3,y,ISFP,western korean,0.0
775398,0vAt,m,37,f,5,2,y,ESFP,korean,0.0
775702,p9L0,m,35,b,7,3,y,INFJ,chinese korean japanese,0.0
777281,eXO4,m,38,b,4,1,y,ISFP,western dessert japanese,0.0
777948,8p6O,m,37,h,5,2,y,ISFJ,western korean,1.0
779704,gOjv,m,30,b,0,2,y,ENTJ,western chinese korean japanese,0.0
781477,M5P5,m,38,f,4,1,y,ESTJ,western chinese korean japanese,0.0
782177,8VlD,m,38,f,4,2,y,INFP,western chinese korean japanese,0.0
783151,ljv3,f,32,b,10,2,y,ISFP,korean japanese,0.0
783260,ekYe,m,31,f,11,1,y,ENFJ,western korean japanese,0.0
783629,KWWy,m,38,i,4,3,y,INFJ,korean japanese,0.0
785067,1B3y,f,30,h,0,2,y,ENTP,western korean,0.0
785755,YpO9,m,32,c,10,1,y,INFP,western chinese korean japanese,1.0
785877,UjfT,f,38,c,4,1,y,ISFP,western korean japanese,0.0
788106,7DXd,m,27,d,3,3,y,ISFP,western chinese korean japanese,0.0
788832,NIF0,m,38,c,3,4,y,ESTP,western korean japanese,0.0
788919,nmVE,m,35,c,7,1,y,ISFP,western chinese korean,1.0
789290,OkBi,m,38,f,4,3,y,INFP,western korean dessert japanese,0.0
790127,G4rd,m,35,g,7,1,y,ISFJ,western korean,0.0
791262,RfrD,m,37,j,5,1,y,ISFP,western japanese,0.0
793722,SFYQ,m,32,h,10,1,y,ISTJ,western dessert japanese,1.0
794312,H2oL,m,33,m,9,3,y,ESFP,western korean,0.0
794877,oGsU,f,25,i,5,3,y,ESFP,western japanese,0.0
795326,gZsg,m,35,e,7,2,y,INFP,western chinese dessert japanese,0.0
795341,qzUy,m,33,f,9,2,y,INFJ,western korean,0.0
795432,B7Nj,m,39,d,3,1,y,ENFP,western korean,0.0
796317,n3OP,m,38,h,4,3,y,INFJ,western korean japanese,0.0
796416,iOIa,m,36,f,6,3,y,INFP,japanese,0.0
796470,AbWE,m,38,n,4,1,y,INFJ,korean japanese,0.0
796684,QHrb,m,39,i,3,3,y,ENFP,korean japanese,1.0
796932,Jqb2,m,35,o,7,3,y,INFJ,korean japanese,0.0
799423,UFyG,m,33,p,9,3,y,ISFP,chinese korean japanese,0.0
799763,Q3xZ,m,38,b,4,1,y,ENTJ,western korean,0.0
799964,RQ1m,m,36,c,5,2,y,ESFJ,western korean japanese,0.0
800135,VtAf,m,37,b,5,3,y,ISFP,western etc korean japanese,0.0
802847,GHpE,m,28,c,2,1,y,INFP,korean japanese,0.0
803163,bs3i,m,39,i,3,2,y,INFJ,western korean japanese,0.0
803275,OCf7,m,35,h,7,3,y,ISFP,western korean japanese,0.0
803332,mx1e,m,31,n,11,3,y,ISFP,chinese japanese,0.0
803743,ZX8v,m,31,c,11,2,y,ESFJ,western japanese,0.0
803772,wlY8,f,38,b,4,3,y,ENTP,western dessert korean,0.0
803822,8g2e,m,36,g,6,3,y,INTP,korean japanese,1.0
804207,XYdL,m,39,d,3,1,y,ESFJ,western korean japanese,0.0
804320,SLIj,m,36,h,6,2,y,ENFJ,western korean japanese,0.0
804478,9u9P,m,39,i,3,1,y,ENFP,western dessert,0.0
804916,aUsb,f,36,q,6,4,y,INFJ,chinese korean,0.0
805023,9WVh,m,35,a,7,1,y,INFP,western korean japanese,0.0
805043,oD4a,m,39,d,3,1,y,ISTP,western korean japanese,0.0
805174,JGq4,m,36,e,6,3,y,ENFJ,western chinese korean japanese,1.0
805248,D7VF,m,35,d,7,3,y,ISFP,korean,0.0
806346,2CJm,m,35,b,7,3,y,INTJ,western etc korean,0.0
807270,Ts4G,m,37,k,5,4,y,ISFJ,korean japanese,0.0
807307,vHub,m,37,b,5,3,y,INTJ,korean etc dessert japanese,0.0
807357,k3vc,m,37,d,5,1,y,ISTP,korean dessert japanese,0.0
808000,odxI,m,37,f,5,1,y,ISFP,korean,0.0
808038,uNHd,m,31,d,11,2,y,ISFJ,western chinese korean japanese,0.0
808645,PjmQ,m,37,k,5,3,y,ESFJ,western chinese korean japanese,0.0
808770,kDhj,m,31,b,11,2,y,INFP,western korean japanese,0.0
809411,NN43,m,34,p,8,2,y,INFJ,western korean japanese,0.0
809919,gLlk,m,30,p,0,1,y,INFP,western korean japanese,0.0
810123,69Y7,m,35,g,7,4,y,INTJ,korean japanese,0.0
810180,hChL,m,32,b,10,2,y,INFJ,western korean japanese,0.0
812696,g09t,f,35,i,7,2,y,INFP,chinese korean japanese,0.0
813092,o1G3,m,31,b,11,3,y,ENFJ,western korean japanese,0.0
813295,v4Ce,m,34,i,8,3,y,ISFJ,dessert korean western chinese japanese,0.0
814144,qnKv,m,30,d,0,3,y,ESFJ,korean chinese dessert western,0.0
814280,J2q2,m,39,c,3,3,y,ENFJ,western chinese korean japanese,0.0
814900,JUZh,m,34,b,8,3,y,ISFP,chinese korean,1.0
815898,ZeGq,m,34,p,8,2,y,INFJ,western japanese,0.0
818383,CLRf,m,35,d,7,1,y,ESFP,korean,0.0
818777,3t0C,f,33,l,9,2,y,INFJ,chinese japanese,0.0
818785,v5il,m,34,o,8,2,y,INFJ,korean japanese,1.0
818891,3Xel,m,37,b,5,1,y,INFP,western chinese japanese,0.0
819940,iNpJ,f,36,b,6,3,y,ENFJ,western etc korean japanese,0.0
820250,Jey7,m,36,c,6,3,y,ISTJ,western korean,0.0
820803,2UJq,m,33,b,9,2,y,INFP,chinese korean,1.0
821216,lBwa,m,39,h,3,1,y,ISFP,western etc dessert,0.0
821485,x91o,m,38,i,4,1,y,ISFP,chinese korean japanese,0.0
821837,6yJL,m,39,b,3,4,y,INFJ,western japanese,0.0
822326,cjiR,m,39,b,3,2,y,INFP,western chinese korean japanese,0.0
822331,STro,m,37,i,5,3,y,ESFJ,korean japanese,0.0
823266,eD4I,m,38,i,4,1,y,ESFP,western chinese korean japanese,0.0
824823,PnQ9,m,33,b,9,1,y,ENFJ,western korean japanese,0.0
825078,Q00a,m,37,i,5,1,y,ISFJ,western korean japanese,0.0
825745,B0V2,m,39,b,3,2,y,INFP,western chinese korean japanese,0.0
826180,9Q8b,m,32,j,10,3,y,INFP,western chinese korean,0.0
826851,HiFA,m,33,h,9,4,y,ISTJ,korean japanese,0.0
826949,xVNR,m,37,o,5,1,y,INFP,chinese japanese,0.0
827388,hvyV,m,39,b,3,1,y,INFP,japanese,1.0
827414,8sbJ,m,39,j,3,1,y,ENFJ,western chinese korean japanese,0.0
828223,GBDg,m,34,b,8,4,y,INFJ,western chinese korean,0.0
829041,MEYP,m,36,h,6,3,y,INFJ,western korean,0.0
829301,xAIh,m,36,b,6,2,y,INFP,western korean dessert japanese,0.0
829414,fMEp,m,36,a,6,2,y,ENFP,korean,1.0
829850,eKIN,m,32,f,10,1,y,INFP,western chinese dessert japanese,1.0
830431,xd48,m,36,d,6,4,y,ISFJ,korean japanese,0.0
830434,KsBn,m,36,i,6,2,y,INFP,western japanese,1.0
830977,RFYD,m,39,b,3,2,y,ISFJ,western korean,0.0
831599,FN90,m,38,i,4,2,y,INFJ,chinese,1.0
833165,Jav2,m,32,b,10,2,y,ENTP,western japanese,0.0
833300,dY7s,m,37,k,5,2,y,ESFP,western etc korean japanese,0.0
833996,lxxK,m,32,l,10,3,y,INFJ,western japanese,0.0
834001,zFHN,m,37,i,5,3,y,INFP,western korean japanese,0.0
834312,WtQl,m,35,b,7,2,y,INFJ,western etc korean japanese,0.0
834386,FvSE,m,32,b,10,3,y,ISTJ,western chinese korean japanese,0.0
834521,Ugns,m,35,k,7,2,y,ESFP,korean japanese,0.0
835717,UTA5,m,39,p,3,4,y,ESFP,western chinese korean japanese,0.0
835981,QB44,m,34,l,8,1,y,ISFP,western etc korean japanese,0.0
835989,gnKm,m,33,b,9,1,y,ENFJ,western korean japanese,1.0
837741,OZ8i,m,36,k,6,3,y,INFP,korean,0.0
838130,tqHX,m,32,i,10,3,y,ISFJ,western japanese,0.0
838335,jyGt,m,38,i,4,1,y,INFJ,western korean dessert,0.0
838544,QRW5,m,36,g,6,1,y,ISFP,korean japanese,0.0
840285,2M4G,m,38,f,4,4,y,ENFJ,western chinese japanese,0.0
841298,SnVy,m,35,k,7,3,y,INFJ,western korean japanese,1.0
841756,22DA,m,31,a,11,2,y,INFP,western korean dessert japanese,0.0
841965,0q3G,m,39,p,3,3,y,INFP,etc,0.0
842003,Al3Q,m,36,k,6,2,y,INTP,western korean japanese,0.0
842080,mEOc,m,32,b,10,1,y,INFP,korean western chinese etc japanese,0.0
842267,X1bA,m,38,b,4,2,y,ENTJ,western korean japanese,0.0
842348,sI63,m,36,c,6,3,y,INTJ,western korean japanese,0.0
846163,R9f6,f,38,n,4,2,y,ESFP,dessert chinese korean japanese,0.0
846354,jhlD,m,38,h,4,3,y,ENFP,western chinese korean japanese,0.0
846658,gH60,m,39,h,3,2,y,INFP,western korean japanese,0.0
848029,N3n4,f,35,i,7,4,y,ISTP,western etc korean japanese,0.0
848986,0ZW7,m,39,i,3,4,y,ENTP,etc korean japanese,0.0
850582,KQru,m,37,g,5,1,y,ENFJ,korean,0.0
850709,9PR4,m,39,k,3,1,y,INFJ,korean japanese,1.0
850774,ZgPY,m,33,b,9,3,y,INFP,western chinese korean japanese,0.0
851144,pkw1,m,34,a,8,4,y,ENFP,etc korean japanese,0.0
851241,nwyp,m,39,l,3,1,y,INTP,western chinese korean,1.0
851535,YmMO,m,38,d,4,3,y,ISFP,western,0.0
851655,iTH2,m,38,i,4,3,y,ESTP,western chinese korean japanese,1.0
851724,Iwwr,m,39,f,3,2,y,ENFJ,western korean japanese,0.0
852901,sMz6,m,32,d,10,3,y,ENFP,korean,0.0
853343,Hu54,f,39,b,3,2,y,ISFJ,korean japanese,0.0
854370,xttH,m,33,i,9,1,y,INFP,western korean japanese,0.0
855029,1VaG,m,35,l,7,3,y,INFJ,western dessert korean japanese,0.0
855088,kA1T,m,33,c,9,3,y,INFP,western dessert,0.0
855492,oigp,m,32,c,10,1,y,ISTP,western chinese korean japanese,0.0
855514,iz91,m,29,i,1,4,y,ENFJ,japanese,0.0
855749,sQeo,m,35,k,7,4,y,ENFP,chinese korean,0.0
856350,ntZP,m,33,b,9,4,y,INTP,dessert korean western chinese japanese,0.0
857236,MB4Y,m,34,c,8,1,y,ESFP,western korean japanese,0.0
857269,THqN,m,37,a,5,2,y,ENFP,korean,1.0
857488,goEY,m,39,b,3,1,y,ISFJ,chinese korean,0.0
857892,Q2WE,f,33,b,9,2,y,ISTP,korean chinese dessert japanese,0.0
857893,guX0,m,34,l,8,3,y,ENFJ,western korean japanese,0.0
858696,Nxz5,m,36,b,6,1,y,ISTJ,korean,0.0
858908,FJJt,m,38,z,4,4,y,ISFJ,western korean japanese,0.0
859606,Dzsh,m,34,h,8,3,y,ISFJ,western korean japanese,0.0
860013,EQXH,m,38,a,4,2,y,INFP,western korean japanese,1.0
860842,J9Y2,m,37,i,5,1,y,ENFJ,western korean,0.0
860935,r6c3,f,36,k,6,3,y,ENTP,western korean japanese,0.0
861215,sdgl,m,39,b,3,1,y,ISFP,korean western dessert japanese,1.0
861571,WdCS,m,30,g,0,3,y,INTJ,western,0.0
861871,qfGS,m,38,j,4,1,y,INFJ,western korean japanese,1.0
862003,nX4V,f,39,h,3,3,y,ISTP,chinese korean,0.0
862279,rQTj,m,33,b,9,1,y,INTP,chinese japanese,0.0
863260,jeDE,m,31,k,11,1,y,INFP,western etc chinese korean,0.0
863597,s79x,m,36,a,6,3,y,ENTJ,western korean,0.0
863957,Pnnu,m,31,b,11,4,y,INFP,western korean,0.0
864360,Cd65,m,35,d,7,2,y,ESTJ,western japanese,0.0
